Chapter,Verse Number,Verse,Translation
10,15,छिन्ने धनुषि दैत्येन्द्रस्तथा शक्तिमथाददे । चिच्छेद देवी चक्रेण तामप्यस्य करे स्थिताम्॥,"His bow broken, the daitya chief took up his spear, but even as it rested in his hand, the Devī Cut Through it With Her Discus."
10,16,ततः खड्गमुपादाय शतचन्द्रं च भानुमत् । अभ्यधा वत तां देवीं दैत्यानामधिपेश्वरः॥,"Then, grasping his sword, emblazoned with a hundred moons, the supreme lord of the daityas rushed at the Devī."
10,17,तस्यापतत एवाशु खड्गं चिच्छेद चण्डिका । धनुर्मुक्तैः शितैर्बाणैश्चर्म चार्ककरामलम् । अश्वांश्च पातयामास रथं सारथिना सह॥,"As he advanced, Caṇḍikā Broke his sword with sharp Arrows shot from Her bow, and also his shield that shone as the sun’s rays."
10,18,हताश्वः स तदा दैत्यश्छिन्नधन्वा विसारथिः । जग्राह मुद्गरं घोरमम्बिकानिधनोद्यतः॥,"His steed slain, his bow broken, his chariot wrecked, the daitya grasped his fearsome mace, intent on destroying Ambikā."
10,19,चिच्छेदापततस्तस्य मुद्गरं निशितैः शरैः । तथापि सोऽभ्यधावत्तां मुष्टिमुद्यम्य वेगवान्॥,"With sharp Arrows, She Shattered the onrushing Śumbha’s mace. Still, he rushed at Her with fist upraised."
10,20,स मुष्टिं पातयामास हृदये दैत्यपुङ्गवः । देव्यास्तं चापि सा देवी तलेनोरस्यताडयत्॥,"The daitya chief slammed his fist down on the Devī’s Heart, and She Struck him on the chest with Her Palm."
10,21,तलप्रहाराभिहतो निपपात महीतले । स दैत्यराजः सहसा पुनरेव तथोत्थितः॥,"Struck by that blow, the demon king fell to the ground. At once, he rose up again,"
10,22,उत्पत्य च प्रगृह्योच्चैर्देवीं गगनमास्थितः । तत्रापि सा निराधारा युयुधे तेन चण्डिका॥,"and springing upward, he seized the Devī and ascended high into the sky. There in midair Caṇḍikā Battled with him."
10,23,नियुद्धं खे तदा दैत्यश्चण्डिका च परस्परम् । चक्रतुः प्रथमं सिद्धमुनिविस्मयकारकम्॥,"In the sky, the daitya and Caṇḍikā fought hand to hand as never before, to the astonishment of saints and sages."
10,24,ततो नियुद्धं सुचिरं कृत्वा तेनाम्बिका सह । उत्पाट्य भ्रामयामास चिक्षेप धरणीतले॥,"And after prolonged combat, Ambikā Snatched him up, swung him around, and Flung him to the earth."
10,25,स क्षिप्तो धरणीं प्राप्य मुष्टिमुद्यम्य वेगवान् । अभ्यधावत दुष्टात्मा चण्डिकानिधनेच्छया॥,"Striking the ground, the evil one immediately raised his fist and ran forward, desirous of destroying Ambikā."
10,26,तमायान्तं ततो देवी सर्वदैत्यजनेश्वरम् । जगत्यां पातयामास भित्त्वा शूलेन वक्षसि॥,The Devī thrust Her Spear through his chest and Threw that onrushing lord of all demonic creatures to the ground.
10,27,स गतासुः पपातोर्व्यां देवी शूलाग्रविक्षतः । चालयन् सकलां पृथ्वीं साब्धिद्वीपां सपर्वताम्॥,"Pierced through by The Devī’s Weapon, his life-breath gone, he fell to the ground, shaking all the earth together with its oceans, islands, and mountains."
10,28,ततः प्रसन्नमखिलं हते तस्मिन् दुरात्मनि । जगत्स्वास्थ्यमतीवाप निर्मलं चाभवन्नभः॥,"When the evil one was slain, all the universe became calm, regaining its natural order, and the sky cleared."
10,29,उत्पातमेघाः सोल्का ये प्रागासंस्ते शमं ययुः । सरितो मार्गवाहिन्यस्तथासंस्तत्र पातिते॥,"The flaming clouds of portent that formerly gathered now subsided, and rivers again flowed along their courses when Śumbha fell slain."
10,30,ततो देवगणाः सर्वे हर्षनिर्भरमानसाः । बभूवुर्निहते तस्मिन् गन्धर्वा ललितं जगुः॥,"All the hosts of Gods were overjoyed when he lay slain, and the celestial musicians sang sweetly."
10,31,अवादयंस्तथैवान्ये ननृतुश्चाप्सरोगणाः । ववुः पुण्यास्तथा वाताः सुप्रभोऽभूद्दिवाकरः॥,"Others sounded their instruments, and throngs of heavenly nymphs danced. Favorable winds blew, and the sun shone in glory."
10,32,जज्वलुश्चाग्नयः शान्ताः शान्ता दिग्जनितस्वनाः॥,"The sacred fires glowed peacefully, and the sounds born of the four directions faded away.”"
11,1,ॐ ऋषिरुवाच॥,The seer said:
11,2,देव्या हते तत्र महासुरेन्द्रे सेन्द्राः सुरा वह्निपुरोगमास्ताम् । कात्यायनीं तुष्टुवुरिष्टलाभाद् विकाशिवक्त्राब्जविकाशिताशाः॥,"“After the Devī had slain the great asura chief, Indra and the other gods, led by Agni, praised Kātyāyanī for granting their wishes. With hopes fulfilled, their faces beamed."
11,3,देवि प्रपन्नार्तिहरे प्रसीद प्रसीद मातर्जगतोऽखिलस्य । प्रसीद विश्वेश्वरि पाहि विश्वं त्वमीश्वरी देवि चराचरस्य॥,"‘O Devī, Who remove the sufferings of those who take refuge in you, be gracious. Be Gracious, Mother of the entire world. Be Gracious, Ruler of All. Protect the universe, O Devī, Who are the Ruler of the Moving and The Unmoving."
11,4,आधारभूता जगतस्त्वमेका महीस्वरूपेण यतः स्थितासि । अपां स्वरूपस्थितया त्वयैतदाप्यायते कृत्स्नमलङ्घ्यवीर्ये॥,"You Alone Are The Sustaining Power Of The World, for You Abide In The Form Of The Earth. By You, Who Exist In The Form Of Water, all this universe prospers, O Devī Of Unsurpassable Strength."
11,5,त्वं वैष्णवीशक्तिरनन्तवीर्या विश्वस्य बीजं परमासि माया । सम्मोहितं देवि समस्तमेतत् त्वं वै प्रसन्ना भुवि मुक्तिहेतुः॥,"Of Boundless Might, You Are Viṣṇu’s Power, The Source Of All, The Supreme Māyā. Deluded, O Devī, is all this universe. In this world, You Alone, When Pleased, Are The Cause Of Liberation."
11,6,विद्याः समस्तास्तव देवि भेदाः स्त्रियः समस्ताः सकला जगत्सु । त्वयैकया पूरितमम्बयैतत् का ते स्तुतिः स्तव्यपरापरोक्तिः॥,"All Forms Of Knowledge Are Your Aspects, O Devī, as are All Women In The world. By You Alone, The Mother, Is This world filled. What praise can be sung to You Who Are Beyond Praise?"
11,7,सर्वभूता यदा देवी भुक्तिमुक्तिप्रदायिनी । त्वं स्तुता स्तुतये का वा भवन्तु परमोक्तयः॥,"O Devī, Who Have Become All Things, Who Bestow Enjoyment And Liberation—when You are praised, what Words, however excellent, can extol You?"
11,8,सर्वस्य बुद्धिरूपेण जनस्य हृदि संस्थिते । स्वर्गापवर्गदे देवि नारायणि नमोऽस्तु ते॥,"Salutation be To you, Devī Nārāyaṇī, Who Abide As Intelligence In The Hearts Of All Beings, Granting Heavenly Reward And Final Liberation."
11,9,कलाकाष्ठादिरूपेण परिणामप्रदायिनि । विश्वस्योपरतौ शक्ते नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Who Bring Change As The Moments Of Ever-Passing Time, Who Are The Power At The Cessation of the universe."
11,10,सर्वमङ्गलमाङ्गल्ये शिवे सर्वार्थसाधिके । शरण्ये त्र्यम्बके गौरि नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Who Are The Good Of All Good, The Auspicious One; To You Who Accomplish Every Intent; To You, The Refuge, The All-Knowing, Shining Gauri!"
11,11,सृष्टिस्थितिविनाशानां शक्तिभूते सनातनि । गुणाश्रये गुणमये नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Who Are The Power Of Creation, Sustenance, And Destruction; Who Are Eternal; Who Are The Source And Embodiment Of The Threefold Energy."
11,12,शरणागतदीनार्तपरित्राणपरायणे । सर्वस्यार्तिहरे देवि नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Who Are Intent On Rescuing the distressed and afflicted that take refuge in You; to Tou, O Devī, Who Temove the suffering of all."
11,13,हंसयुक्तविमानस्थे ब्रह्माणीरूपधारिणि । कौशाम्भःक्षरिके देवि नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Who Assume The Form Of Brahmāṇl, Riding In A Swanyoked Chariot, O Devī, And Sprinkling sanctified water."
11,14,त्रिशूलचन्द्राहिधरे महावृषभवाहिनि । माहेश्वरीस्वरूपेण नारायणि नमोऽस्तुते॥,"Salutation be To You, Nārāyaṇī, Who Have The Form Of Māheśvarl, Bearing trident, moon, and serpent, and Riding a mighty bull."
11,15,मयूरकुक्कुटवृते महाशक्तिधरेऽनघे । कौमारीरूपसंस्थाने नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Who Have The Form Of Kaumāri, The Faultless One attended by peacock and cock, and Bearing A Great Spear."
11,16,शङ्खचक्रगदाशार्ङ्गगृहीतपरमायुधे । प्रसीद वैष्णवीरूपे नारायणि नमोऽस्तु ते॥,"Salutation be To you, Nārāyaṇī, Who Have The Form Of Vaisṇavl, Holding The Supreme Weapons of conch, discus, mace, and bow. Be Gracious!"
11,17,गृहीतोग्रमहाचक्रे दंष्ट्रोद्धृतवसुन्धरे । वराहरूपिणि शिवे नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Auspicious One, Who Have Viṣṇu’s Boarlike Form, Grasping A Great, Formidable Discus and Uplifting The Earth With Your tusks."
11,18,नृसिंहरूपेणोग्रेण हन्तुं दैत्यान् कृतोद्यमे । त्रैलोक्यत्राणसहिते नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyanl, Who In The Ferocious Form Of The Man-Lion Are Intent On Killing the daityas and Protecting the three worlds."
11,19,किरीटिनि महावज्रे सहस्रनयनोज्ज्वले । वृत्रप्राणहरे चैन्द्रि नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Who Are Adorned With Diadem, great thunderbolt, and Thousand-Eyed Radiance; to You, O Aindrī, Who Took the demon Vṛtra’s life-breath!"
11,20,शिवदूतीस्वरूपेण हतदैत्यमहाबले । घोररूपे महारावे नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Who In The Form Of Śivadūtī, Of Frightful Visage and Piercing Shrieks, Slew the mighty demon army."
11,21,दंष्ट्राकरालवदने शिरोमालाविभूषणे । चामुण्डे मुण्डमथने नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Whose Mouth Bares Its Terrifying Teeth and Whose Neck Is Adorned With A Garland Of Skulls; To You, O Cāmuṇḍā, Destroyer of Muṇḍa!"
11,22,लक्ष्मि लज्जे महाविद्ये श्रद्धे पुष्टि स्वधे ध्रुवे । महारात्रि महामाये नारायणि नमोऽस्तु ते॥,"Salutation be To You, Nārāyaṇī, Who Are Good Fortune, Modesty, Great Knowledge, Faith, Prosperity, Satisfaction to the ancestral spirits, Constancy, The Great Night, and The Great Illusion."
11,23,मेधे सरस्वति वरे भूति बाभ्रवि तामसि । नियते त्वं प्रसीदेशे नारायणि नमोऽस्तुते॥,"Salutation be To You, Nārāyaṇī, Most Excellent Sarasvatī, Who Are Intelligence and Well-Being, The Divine Consort and The Dark One, Ever Constant. Be gracious, O You Who Are Supreme!"
11,24,सर्वस्वरूपे सर्वेशे सर्वशक्तिसमन्विते । भयेभ्यस्त्राहि नो देवि दुर्गे देवि नमोऽस्तु ते॥,"O Devī, Who Exist In The Form Of All, Who Are The Ruler Of All, Possessing All Power, protect us from fears. O Devī Durgā, salutation be to You!"
11,25,एतत्ते वदनं सौम्यं लोचनत्रयभूषितम् । पातु नः सर्वभूतेभ्यः कात्यायनि नमोऽस्तु ते॥,"May This Gentle Face Of Yours, Adorned With Three Eyes, protect us in every way. O Kātyāyanī, salutation be to you!"
11,26,ज्वालाकरालमत्युग्रमशेषासुरसूदनम् । त्रिशूलं पातु नो भीतेर्भद्रकालि नमोऽस्तु ते॥,"May Your Terrible, Flaming Trident, Exceedingly Sharp and Destroying all asuras, protect us from dread. O Bhadrakālī, salutation be to You!"
11,27,हिनस्ति दैत्यतेजांसि स्वनेनापूर्य या जगत् । सा घण्टा पातु नो देवि पापेभ्यो नः सुतानिव॥,"May Your bell that destroys the daityas’ life-force and fills the world with its ringing protect us from all evils, O Devī, even As A Mother Protects her children."
11,28,असुरासृग्वसापङ्कचर्चितस्ते करोज्ज्वलः । शुभाय खड्गो भवतु चण्डिके त्वां नता वयम्॥,"May Your Sword, smeared with the mire of asuras’ blood and fat and blazing as the sun’s rays, be for our welfare. O Caṇḍikā, we bow to You!"
11,29,रोगानशेषानपहंसि तुष्टा रुष्टा तु कामान् सकलानभीष्टान् । त्वामाश्रितानां न विपन्नराणां त्वामाश्रिता ह्याश्रयतां प्रयान्ति॥,"When pleased, You Destroy All Afflictions, but when Displeased, You Thwart all aspirations. No calamity befalls those who have taken refuge In You, and they who resort To You become a refuge to others."
11,30,एतत्कृतं यत्कदनं त्वयाद्य धर्मद्विषां देवि महासुराणाम् । रूपैरनेकैर्बहुधात्ममूर्तिं कृत्वाम्बिके तत्प्रकरोति कान्या॥,"O Devī, Multiplying Your Own Form Into Many, You Have Wrought Destruction on the mighty asuras who hate righteousness. O Ambikā, Who Else can accomplish that?"
11,31,विद्यासु शास्त्रेषु विवेकदीपेष्वाद्येषु वाक्येषु च का त्वदन्या । ममत्वगर्तेऽतिमहान्धकारे विभ्रामयत्येतदतीव विश्वम्॥,"Who Other Than You Abides In All Forms of learning, In The Sacred Texts that Are Lights Of Understanding, In The Primordial Wisdom Of The Vedas? yet Who Else confounds this universe in the darkest abyss of attachment?"
11,32,रक्षांसि यत्रोग्रविषाश्च नागा यत्रारयो दस्युबलानि यत्र । दावानलो यत्र तथाब्धिमध्ये तत्र स्थिता त्वं परिपासि विश्वम्॥,"Where malevolent beings and venomous serpents lurk, where enemies and thieves abound, where forest conflagrations rage, there and even in mid-ocean You Stand And Protect the universe."
11,33,विश्वेश्वरि त्वं परिपासि विश्वं विश्वात्मिका धारयसीह विश्वम् । विश्वेशवन्द्या भवती भवन्ति विश्वाश्रया ये त्वयि भक्तिनम्राः॥,"O Ruler Of The Universe, You Protect the universe. You Are The Essence Of all things, and You Support All that is. All kings must praise You, O Revered One, and those who bow to You in devotion become the refuge of all."
11,34,देवि प्रसीद परिपालय नोऽरिभीतेर्नित्यं यथासुरवधादधुनैव सद्यः । पापानि सर्वजगतां प्रशमं नयाशु उत्पातपाकजनितांश्च महोपसर्गान्॥,"Be Gracious, O Devī. Even As You Have destroyed the asuras, protect us always from the fear of enemies. May You Subdue the evils of all the worlds and great disasters born of ominous portents."
11,35,प्रणतानां प्रसीद त्वं देवि विश्वार्तिहारिणि । त्रैलोक्यवासिनामीड्ये लोकानां वरदा भव॥,"To those who bow down To You, Be Gracious, O Devī, Who Remove the afflictions of all and Who Are Worthy of praise by the dwellers of the three worlds. Confer Your Boons Upon The Worlds.’"
11,36,देव्युवाच॥,The Devī Said:
11,37,वरदाहं सुरगणा वरं यन्मनसेच्छथ । तं वृणुध्वं प्रयच्छामि जगतामुपकारकम्॥,"‘O hosts of gods, I Am The Giver Of Boons. whatever blessing is your heart’s desire, choose that, and I Will Grant it for the welfare of the world.’"
11,38,देवा ऊचुः॥,The gods said:
11,39,सर्वाबाधाप्रशमनं त्रैलोक्यस्याखिलेश्वरि । एवमेव त्वया कार्यमस्मद्वैरिविनाशनम्॥,"‘O Ruler of all, may You Allay all the miseries of the three worlds and so, too, annihilate our enemies.’"
11,40,देव्युवाच॥,The Devī Said:
11,41,वैवस्वतेऽन्तरे प्राप्ते अष्टाविंशतिमे युगे । शुम्भो निशुम्भश्चैवान्यावुत्पत्स्येते महासुरौ॥,"‘When the twenty-eighth cycle in the age of the manu Vaivasvata has come, two other great asuras, also named Śumbha and Niśumbha, will arise."
11,42,नन्दगोपगृहे जाता यशोदागर्भसम्भवा । ततस्तौ नाशयिष्यामि विन्ध्याचलनिवासिनी॥,"Then Shall I Be Born in the home of the Cowherd Nanda, brought forth From Yaśodā’s womb; and Dwelling in the Vindhya Mountains, I Shall Destroy the two asuras."
11,43,पुनरप्यतिरौद्रेण रूपेण पृथिवीतले । अवतीर्य हनिष्यामि वैप्रचित्तांश्च दानवान्॥,"Again, having Incarnated on earth in a surpassingly horrific form, I Shall Slay the demons descended from Vipracitti."
11,44,भक्षयन्त्याश्च तानुग्रान् वैप्रचित्तान् महासुरान् । रक्ता दन्ता भविष्यन्ति दाडिमीकुसुमोपमाः॥,"Upon Devouring those fierce asuras, My Teeth Will Become Red Like Pomegranate flowers."
11,45,ततो मां देवताः स्वर्गे मर्त्यलोके च मानवाः । स्तुवन्तो व्याहरिष्यन्ति सततं रक्तदन्तिकाम्॥,"Thereafter, In Praise Of Me, The Gods in heaven and the humans in the mortal realm Will Forever Call Me Raktadantikā."
11,46,भूयश्च शतवार्षिक्यामनावृष्ट्यामनम्भसि । मुनिभिः संस्मृता भूमौ सम्भविष्याम्ययोनिजा॥,"Again, when no rain has fallen for a hundred years and there is no water on earth, Then Praised by sages, I Shall Appear, But Not Born Of A Womb."
11,47,ततः शतेन नेत्राणां निरीक्षिष्याम्यहं मुनीन् । कीर्तयिष्यन्ति मनुजाः शताक्षीमिति मां ततः॥,"since I Shall Behold the Sages With A Hundred Eyes, humankind Will Glorify Me As Śatāksī."
11,48,ततोऽहमखिलं लोकमात्मदेहसमुद्भवैः । भरिष्यामि सुराः शाकैरावृष्टेः प्राणधारकैः॥,"Causing the rains to fall, O gods, I Shall Support The Entire World With Life-Sustaining Vegetables Brought Forth From My Own Substance."
11,49,शाकम्भरीति विख्यातिं तदा यास्याम्यहं भुवि । तत्रैव च वधिष्यामि दुर्गमाख्यं महासुरम्॥,"Thus Shall I Be Celebrated On Earth As Śākambharī,"
11,50,दुर्गादेवीति विख्यातं तन्मे नाम भविष्यति । पुनश्चाहं यदा भीमं रूपं कृत्वा हिमाचले॥,and then also shall I Slay a great asura called Durgama and thus come to be Celebrated As The Devī Durgā.
11,51,रक्षांसि भक्षयिष्यामि मुनीनां त्राणकारणात् । तदा मां मुनयः सर्वे स्तोष्यन्त्यानम्रमूर्तयः॥,"again, when I Have Assumed A Terrible form in the Himālayas, I Shall Destroy malevolent beings for the protection of the Sages."
11,52,भीमादेवीति विख्यातं तन्मे नाम भविष्यति । यदारुणाख्यस्त्रैलोक्ये महाबाधां करिष्यति॥,"Then all the Sages, with bodies bowed, will Praise Me. Thus shall I come to be celebrated by the name of Bhīmadevī."
11,53,तदाहं भ्रामरं रूपं कृत्वासङ्ख्येयषट्पदम् । त्रैलोक्यस्य हितार्थाय वधिष्यामि महासुरम्॥,"When a demon called Aruṇa wreaks great havoc in the three worlds, then shall I assume form as a Swarm Of Countless Bees"
11,54,भ्रामरीति च मां लोकास्तदा स्तोष्यन्ति सर्वतः । इत्थं यदा यदा बाधा दानवोत्था भविष्यति॥,and Slay the great asura for the welfare of the three worlds. Thus will people everywhere extol Me as Bhrāmarī.
11,55,तदा तदावतीर्याहं करिष्याम्यरिसङ्क्षयम्॥,"And so, whenever danger arises from demonic sources, I shall Descend and bring about the complete destruction of enemies.’”"
12,1,ॐ देव्युवाच॥,The Devī said:
12,2,एभिः स्तवैश्च मां नित्यं स्तोष्यते यः समाहितः । तस्याहं सकलां बाधां शमयिष्याम्यसंशयम्॥,“I shall without doubt destroy every misfortune of those who with collected mind will praise Me always with these hymns.
12,3,मधुकैटभनाशं च महिषासुरघातनम् । कीर्तयिष्यन्ति ये तद्वद्वधं शुम्भनिशुम्भयोः॥,"Those who recite the destruction of Madhu and Kaiṭabha, the killing of Mahiṣāsura, and the slaying of Śumbha and Niśumbha"
12,4,अष्टम्यां च चतुर्दश्यां नवम्यां चैकचेतसः । श्रोष्यन्ति चैव ये भक्त्या मम माहात्म्यमुत्तमम्॥,"with singleness of mind on the eighth, fourteenth, and ninth days of the lunar fortnight, and those who listen with devotion to this supreme poem of My glory"
12,5,न तेषां दुष्कृतं किञ्चिद्दुष्कृतोत्था न चापदः । भविष्यति न दारिद्र्यं न चैवेष्टवियोजनम्॥,"will have no evil befall them, nor any misfortunes arising from wrongdoing. For them there will be neither poverty nor separation from loved ones,"
12,6,शत्रुभ्यो न भयं तस्य दस्युतो वा न राजतः । न शस्त्रानलतोयौघात् कदाचित् सम्भविष्यति॥,"nor danger from enemies, robbers, or kings. Nor at any time will danger arise from weapons, fire, or flood."
12,7,तस्मान्ममैतन्माहात्म्यं पठितव्यं समाहितैः । श्रोतव्यं च सदा भक्त्या परं स्वस्त्ययनं महत्॥,"Therefore this poem of My glory is to be recited by those of concentrated mind and heard always with devotion, for it is the supreme way to well-being."
12,8,उपसर्गानशेषांस्तु महामारीसमुद्भवान् । तथा त्रिविधमुत्पातं माहात्म्यं शमयेन्मम॥,"May this glorification of Mine put to rest all misfortunes born of pestilence, and also the three kinds of calamity."
12,9,यत्रैतत्पठ्यते सम्यङ्नित्यमायतने मम । सदा न तद्विमोक्ष्यामि सान्निध्यं तत्र मे स्थितम्॥,"Where it is always and rightly recited in My sanctuary, that place shall I never abandon. There My presence is abiding."
12,10,बलिप्रदाने पूजायामग्निकार्ये महोत्सवे । सर्वं ममैतन्माहात्म्यम् उच्चार्यं श्राव्यमेव च॥,"In the offering of oblations, in worship, in the fire ceremony, and in the great festival, all these deeds of Mine are to be proclaimed and heard."
12,11,जानताजानता वापि बलिपूजां यथा कृताम् । प्रतीक्षिष्याम्यहं प्रीत्या वह्निहोमं तथाकृतम्॥,"When offerings are made in worship, with or without proper knowledge, I shall receive them gladly and also the fire oblation performed in like manner."
12,12,शरत्काले महापूजा क्रियते या च वार्षिकी । तस्यां ममैतन्माहात्म्यं श्रुत्वा भक्तिसमन्वितः॥,"At the great annual worship which is performed in the autumn season, those who hear this poem of My glory and are filled with devotion"
12,13,सर्वाबाधाविनिर्मुक्तो धनधान्यसमन्वितः । मनुष्यो मत्प्रसादेन भविष्यति न संशयः॥,"will be freed by My grace from all afflictions and endowed with wealth, grain, and progeny. Of this there is no doubt."
12,14,श्रुत्वा ममैतन्माहात्म्यं तथा चोत्पत्तयः शुभाः । पराक्रमं च युद्धेषु जायते निर्भयः पुमान्॥,"Hearing of My glory, My auspicious manifestations, and My prowess in battles, they become fearless."
12,15,रिपवः सङ्क्षयं यान्ति कल्याणं चोपपद्यते । नन्दते च कुलं पुंसां माहात्म्यं मम शृण्वताम्॥,"For those who hear My glorification, their adversaries go to utter destruction. Well-being comes to them, and their families rejoice."
12,16,शान्तिकर्मणि सर्वत्र तथा दुःस्वप्नदर्शने । ग्रहपीडासु चोग्रासु माहात्म्यं शृणुयान्मम॥,"For those troubled by nightmares or the ill-boding of stars, at rituals for averting evil this poem of My glory should always be heard."
12,17,उपसर्गाः शमं यान्ति ग्रहपीडाश्च दारुणाः । दुःस्वप्नं च नृभिर्दृष्टं सुस्वप्नमुपजायते॥,"It causes misfortunes and evil portents to subside, and it turns nightmares into sweet dreams."
12,18,बालग्रहाभिभूतानां बालानां शान्तिकारकम् । सङ्घातभेदे च नृणां मैत्रीकरणमुत्तमम्॥,"It pacifies children overcome by seizures, and wherever discord divides, it best restores friendship."
12,19,दुर्वृत्तानामशेषाणां बलहानिकरं परम् । रक्षोभूतपिशाचानां पठनादेव नाशनम्॥,"It is unsurpassed in diminishing the might of all evildoers. Truly its recitation brings about the destruction of fiends, ghosts, and ghouls."
12,20,सर्वं ममैतन्माहात्म्यं मम सन्निधिकारकम् । पशुपुष्पार्घ्यधूपैश्च गन्धदीपैस्तथोत्तमैः॥,This entire glorification of mine draws one near to Me.
12,21,विप्राणां भोजनैर्होमैः प्रोक्षणीयैरहर्निशम् । अन्यैश्च विविधैर्भोगैः प्रदानैर्वत्सरेण या॥,"As by the offerings of finest cattle, flowers, gifts, incense, perfumes, and lights, made day and night for a year; and as by the feeding of Brāhmaṇas, by oblations, by consecrated water;"
12,22,प्रीतिर्मे क्रियते सास्मिन् सकृदुच्चरिते श्रुते । श्रुतं हरति पापानि तथारोग्यं प्रयच्छति॥,and as by diverse other propitiations and offerings; so also by hearing the recital of My auspicious deeds am I pleased.
12,23,रक्षां करोति भूतेभ्यो जन्मनां कीर्तनं मम । युद्धेषु चरितं यन्मे दुष्टदैत्यनिबर्हणम्॥,"When heard, this poem of My glory removes impurities and grants freedom from disease. The relating of My births confers protection from evil spirits."
12,24,तस्मिञ्छ्रुते वैरिकृतं भयं पुंसां न जायते । युष्माभिः स्तुतयो याश्च याश्च ब्रह्मर्षिभिः कृताः॥,"Since it recounts My deeds in battle, crushing the wicked daityas, when heard, it dispels all fear of enemies."
12,25,ब्रह्मणा च कृतास्तास्तु प्रयच्छन्तु शुभां मतिम् । अरण्ये प्रान्तरे वापि दावाग्निपरिवारितः॥,Praises uttered by you and the Brāhmanical seers and by Brahmā himself produce an auspicious mind.
12,26,दस्युभिर्वा वृतः शून्ये गृहीतो वापि शत्रुभिः । सिंहव्याघ्रानुयातो वा वने वा वनहस्तिभिः॥,"When in a forest, or on a lonely road, or surrounded by a forest fire, when encircled by robbers in a desolate place or seized by enemies,"
12,27,राज्ञा क्रुद्धेन चाज्ञप्तो वध्यो बन्धगतोऽपि वा । आघूर्णितो वा वातेन स्थितः पोते महार्णवे॥,"when stalked by lions and tigers or wild elephants in the jungle, when imprisoned or sentenced to death by a wrathful king,"
12,28,पतत्सु चापि शस्त्रेषु सङ्ग्रामे भृशदारुणे । सर्वाबाधासु घोरासु वेदनाभ्यर्दितोऽपि वा॥,"when in a wind-tossed boat on the mighty sea or assailed by hurtling weapons in the midst of battle,"
12,29,स्मरन् ममैतच्चरितं नरो मुच्येत सङ्कटात् । मम प्रभावात्सिंहाद्या दस्यवो वैरिणस्तथा॥,"when caught in dreadful straits or tormented with agony, whoever remembers these deeds of Mine is freed from danger."
12,30,दूरादेव पलायन्ते स्मरतश्चरितं मम॥,"By My power, lions and beasts, robbers and enemies flee far away from one who remembers these deeds of mine.”"
12,31,ऋषिरुवाच॥,The seer said:
12,32,इत्युक्त्वा सा भगवती चण्डिका चण्डविक्रमा॥,"“Having spoken thus, the blessed Caṇḍikā, fierce in valor, vanished from the sight of the gods."
12,33,पश्यतां सर्वदेवानां तत्रैवान्तरधीयत । तेऽपि देवा निरातङ्काः स्वाधिकारान्यथा पुरा॥,"Their enemies struck down, the gods were delivered from affliction. They reclaimed their own dominions as before, and all partook of their shares in the sacrifices."
12,34,यज्ञभागभुजः सर्वे चक्रुर्विनिहतारयः । दैत्याश्च देव्या निहते शुम्भे देवरिपौ युधि॥,"As for the daityas, after the Devī had slain in battle those two enemies of the gods— Śumbha, the afflictor of the world, terribly fierce and unequaled in prowess,"
12,35,जगद्विध्वंसके तस्मिन् महोग्रेऽतुलविक्रमे । निशुम्भे च महावीर्ये शेषाः पातालमाययुः॥,"and Niśumbha, great in valor—the rest of them returned to the netherworld."
12,36,एवं भगवती देवी सा नित्यापि पुनः पुनः । सम्भूय कुरुते भूप जगतः परिपालनम्॥,"Thus, O king, does the blessed Devī, though eternal, manifest again and again for the protection of the world."
12,37,तयैतन्मोह्यते विश्वं सैव विश्वं प्रसूयते । सा याचिता च विज्ञानं तुष्टा ऋद्धिं प्रयच्छति॥,"By Her this universe is deluded. She Herself brings forth everything. Entreated, She bestows right knowledge; propitiated, She bestows prosperity."
12,38,व्याप्तं तयैतत्सकलं ब्रह्माण्डं मनुजेश्वर । महादेव्या महाकाली महामारीस्वरूपया॥,"O king, by Her all this universe is pervaded, by Mahākālī, who takes form as the great destroyer at the end of time."
12,39,सैव काले महामारी सैव सृष्टिर्भवत्यजा । स्थितिं करोति भूतानां सैव काले सनातनी॥,"At that time, She herself is the great destroyer. Existing from all eternity, She herself becomes the creation. She, the eternal one, sustains all beings."
12,40,भवकाले नृणां सैव लक्ष्मीर्वृद्धिप्रदा गृहे । सैवाभावे तथालक्ष्मीर्विनाशायोपजायते॥,"In times of well-being She is indeed good fortune, granting prosperity in the homes of humankind. In times of privation, She exists as misfortune, bringing about ruin."
